Id,GenderIDDesc,color
6117,MALE,BLK WHT
6118,FEMALE,BRN BLK
6119,MALE,WHT BLK
6120,FEMALE,GRAY
6121,MALE,BROWN
6122,MALE,RED BROWN
6123,,BLK WHITE
6124,MALE,BROWN
6125,FEMALE,BLACK
6126,MALE,GRAY
6127,MALE,BLACK
6128,,
6129,,
6130,MALE,WHITE
6131,,
6132,MALE,BLACK WHIT
6133,FEMALE,BLACK
6134,MALE,BRINDLE
6135,MALE,TAN
6136,MALE,BROWN/WHTE
6137,MALE,TAN BLK
6138,,
6139,MALE,ORANGE
6140,FEMALE,WHITE
6141,,
6142,,GRAY
6143,MALE,BRINDLE
6144,MALE,BLK BRN
6145,FEMALE,BROWN
6146,MALE,TAN
6147,FEMALE,WHITE
6148,MALE,BRINDLE WH
6149,,
6150,FEMALE,BLONDE
6151,MALE,BLK BRN
6152,,BLONDE
6153,FEMALE,
6154,FEMALE,RED
6155,,
6156,,
6157,MALE,BLK WHITE
6158,,
6159,,
6160,,BROWN
6161,MALE,GRY BLK
6162,MALE,WHITE BRN
6163,FEMALE,BLK TIG WH
6164,,BRINDLE WH
6165,FEMALE,BUFF WHITE
6166,MALE,BLACK WHT
6167,MALE,TAN
6168,MALE,BLK TAN
6169,,BROWN
6170,MALE,WHITE/BROW
6171,MALE,BLACK
6172,MALE,
6173,,
6174,MALE,BRN
6175,FEMALE,GRY WHITE
6176,,BLACK
6177,,BLK WHTE
6178,MALE,BLAK
6179,,BROWN
6180,MALE,GREY
6181,MALE,BROWN
6182,MALE,WHITE BLK
6183,FEMALE,BROWN
6184,MALE,BLK WHT
6185,MALE,TRI
6186,MALE,BRN BEIGE
6187,FEMALE,BLACK
6188,MALE,BLK WHT
6189,MALE,BLK BRN
6190,,BRN
6191,MALE,WHIT SILVE
6192,MALE,BLK WHT
6193,,BLACK
6194,FEMALE,BRN WHT
6195,MALE,BLACK
6196,MALE,GRY WHITE
6197,FEMALE,BLACK
6198,MALE,BEIGE
6199,FEMALE,BRINDLE
6200,,BLK WHT
6201,FEMALE,
6202,MALE,BLACK / TA
6203,,
6204,MALE,BLACK
6205,FEMALE,GREY
6206,FEMALE,WHITE
6207,,WHITE BROW
6208,MALE,BLACK
6209,MALE,BRINDLE
6210,,GRAY WHITE
6211,MALE,BROWN TAN
6212,FEMALE,FAWN WHITE
6213,,
6214,MALE,BROWN/BLAC
6215,FEMALE,BROWN/BLAC
6216,UNKNOWN,BLACK/BROW
6217,UNKNOWN,BLACK
6218,MALE,TRI BLACK
6219,UNKNOWN,LIGHT/DARK
6220,,UNKNOWN
6221,UNKNOWN,UNKNOWN
6222,MALE,BROWN/WHIT
6223,FEMALE,BLACK
6224,UNKNOWN,ORANGE/WHI
6225,UNKNOWN,BLACK
6226,UNKNOWN,BROWN
6227,MALE,GRAY/WHITE
6228,UNKNOWN,UNKNOWN
6229,UNKNOWN,WHITE
6230,UNKNOWN,
6231,MALE,BRINDLE
6232,MALE,BLACK WHIT
6233,MALE,BLACK
6234,,
6235,MALE,
6236,MALE,GRY WHT
6237,FEMALE,BRINDLE WH
6238,MALE,BROWN
6239,MALE,BLACK
6240,MALE,WHITE
6241,FEMALE,BLACK
6242,,
6243,FEMALE,BRINDLE
6244,MALE,BRINDLE
6245,MALE,GRAY
6246,MALE,BEIGE
6247,MALE,GOLDEN
6248,,
6249,UNKNOWN,BROWN
6250,UNKNOWN,UNKNOWN
6251,MALE,GRAY WHITE
6252,MALE,BLONDE
6253,FEMALE,BLAK
6254,FEMALE,BRN WHITE
6255,FEMALE,TAN
6256,MALE,WHITE BRN
6257,FEMALE,BLONDE
6258,FEMALE,WHIT BLK
6259,,
6260,MALE,BLACK
6261,,
6262,,
6263,MALE,
6264,FEMALE,BROWN
6265,FEMALE,TAN
6266,MALE,BRN BLK
6267,FEMALE,WHITE
6268,FEMALE,BLACK
6269,MALE,WHITE
6270,MALE,BLK WHITE
6271,MALE,GREY BRN
6272,,
6273,MALE,BLACK/WHIT
6274,FEMALE,ORANGE/BLK
6275,MALE,TAN
6276,FEMALE,TAN
6277,MALE,WHITE
6278,FEMALE,TAN WHITE
6279,FEMALE,TAN WHT
6280,FEMALE,BRN WHT
6281,MALE,BLUE WHITE
6282,FEMALE,BRN WHITE
6283,MALE,BLACK
6284,MALE,
6285,MALE,TAN
6286,MALE,BRINDLE
6287,MALE,BLACK
6288,FEMALE,BLACK & TA
6289,FEMALE,BLK BR
6290,,WHITE
6291,,
6292,,
6293,MALE,TAN WHITE
6294,MALE,BLACK
6295,MALE,WHTE TAN
6296,FEMALE,WHITE GRAY
6297,MALE,TRI
6298,,WHT BLK BR
6299,,ORANGE
6300,FEMALE,BLACK
6301,FEMALE,WHITE
6302,MALE,BLACK
6303,FEMALE,BLACK
6304,FEMALE,ORANGE
6305,FEMALE,TAN BLACK
6306,MALE,BR WHITE
6307,MALE,WHITE
6308,MALE,BROWN
6309,MALE,BLUE WHTE
6310,,GREY
6311,,
6312,MALE,BROWN TAN
6313,,
6314,MALE,WHITE
6315,MALE,WHT BLK
6316,FEMALE,BLACK
6317,MALE,WHT TAN
6318,MALE,FAWN
6319,MALE,TRI-COLOR
6320,FEMALE,BLK BROWN
6321,MALE,BRN WHITE
6322,FEMALE,BRN TABBY
6323,MALE,TRI
6324,MALE,WHITE BLK
6325,FEMALE,BLK WHT
6326,MALE,BLK WHT
6327,MALE,GRAY WHT
6328,FEMALE,WHITE RED
6329,FEMALE,BROWN
6330,MALE,GREY WHITE
6331,FEMALE,BLONDE TAN
6332,,
6333,FEMALE,CALICO
6334,,
6335,,
6336,FEMALE,BRN TAN
6337,MALE,
6338,FEMALE,WHTE BRN
6339,FEMALE,WHT BLK BR
6340,MALE,YELLOW
6341,FEMALE,WHITE
6342,MALE,YELLOW
6343,,BROWN
6344,MALE,BROWN TAN
6345,MALE,WHITE BRN
6346,FEMALE,TRI
6347,MALE,BROWN
6348,FEMALE,BLACK
6349,,
6350,,BROWN
6351,MALE,BRN BLK
6352,,BRN BLCK
6353,,WHITE
6354,FEMALE,TAN
6355,MALE,BLK WHT
6356,FEMALE,WHITE BRN
6357,FEMALE,BRN TAN
6358,MALE,BLK & TRI
6359,MALE,BRINDLE
6360,MALE,WHITE
6361,MALE,CREAM
6362,MALE,
6363,FEMALE,BLOND ORG
6364,MALE,WHITE BRN
6365,FEMALE,CALICO
6366,FEMALE,ORANGE
6367,,BLK WHITE
6368,,
6369,MALE,BRINDLE
6370,MALE,WHITE
6371,FEMALE,BRN WHT
6372,FEMALE,BRINDLE WH
6373,MALE,WHT BRN
6374,,
6375,MALE,BLACK
6376,FEMALE,GRAY
6377,MALE,BRN WHITE
6378,FEMALE,
6379,MALE,BRN BLCK
6380,FEMALE,TAN BLACK
6381,MALE,BROWN
6382,MALE,GRAY
6383,MALE,WHITE
6384,MALE,BLONDE
6385,MALE,BLACK
6386,,
6387,FEMALE,
6388,,
6389,MALE,BLOND
6390,MALE,BLACK
6391,MALE,FAWN
6392,FEMALE,BLK WHT
6393,MALE,TABBY
6394,MALE,BRINDKLE
6395,FEMALE,TAN
6396,,
6397,MALE,BROWN
6398,MALE,WHITE
6399,FEMALE,BLACK
6400,MALE,
6401,MALE,BROWN/WHIT
6402,MALE,BROWN
6403,FEMALE,BROWN
6404,FEMALE,BLACK
6405,MALE,BROWN
6406,,
6407,FEMALE,TAN
6408,,BROWN
6409,MALE,WHITE BLAC
6410,FEMALE,WHITE BLK
6411,MALE,BRN BLCK
6412,FEMALE,TAN BLK
6413,MALE,BRINDLE
6414,MALE,BLK WHITE
6415,MALE,HAREQUIN
6416,MALE,BRN WHITE
6417,,BRN WHITE
6418,FEMALE,TRI
6419,FEMALE,BROWN
6420,,
6421,FEMALE,WHITE
6422,,BROWN BLK
6423,MALE,GRAY
6424,MALE,WHITE
6425,MALE,REDDISH BR
6426,MALE,WHITE/BROW
6427,FEMALE,BLACK
6428,FEMALE,GRAY
6429,,BROWN/WHIT
6430,MALE,BLACK/WHIT
6431,MALE,BLK WHT
6432,,
6433,MALE,WHITE
6434,MALE,BRINDLE
6435,MALE,BLACK
6436,MALE,BRINDLE
6437,FEMALE,BLK WHITE
6438,,BRN WHITE
6439,,
6440,,
6441,FEMALE,BLACK
6442,,BLACK/WHIT
6443,,BLACK/WHTE
6444,MALE,BROWN
6445,FEMALE,GRY WHITE
6446,,
6447,MALE,WHITE BRN
6448,MALE,WHITE
6449,,CALICO
6450,MALE,BLACK
6451,FEMALE,BLUE RED
6452,FEMALE,BLUE
6453,MALE,COOPER
6454,MALE,ORANGE
6455,MALE,WHITE TAN
6456,MALE,BRN BLK
6457,MALE,YELLOW
6458,MALE,BRN WHT
6459,FEMALE,WHITE BR
6460,FEMALE,GRAY
6461,FEMALE,BLK WHT
6462,MALE,GRAY WHIT
6463,MALE,TABBY
6464,FEMALE,WHIT BRN B
6465,,
6466,,BLK WHT BR
6467,FEMALE,
6468,,BLACK
6469,MALE,BLACK
6470,,BLACK
6471,,
6472,MALE,
6473,,
6474,FEMALE,BRINDLE
6475,FEMALE,TRICOLOR
6476,FEMALE,BRN WHITE
6477,FEMALE,BLUE
6478,FEMALE,BLACK
6479,MALE,TAN WHT
6480,MALE,GRAY
6481,FEMALE,ORANGE
6482,MALE,BRM GRY
6483,FEMALE,BLACK
6484,,
6485,MALE,WHITE
6486,MALE,BROWN
6487,MALE,BROWN
6488,MALE,BLK GRY
6489,,
6490,FEMALE,BRN WHITE
6491,MALE,BLACF
6492,FEMALE,BRN WHITE
6493,,BROWN
6494,MALE,BLACK
6495,MALE,BLK WHT
6496,MALE,BRINDLE
6497,MALE,BRINDLE
6498,MALE,GRAY
6499,MALE,GRAY BROWN
6500,,BRINDLE
6501,MALE,BLCK BROWN
6502,MALE,WHITE
6503,FEMALE,BROWN
6504,FEMALE,WHIT BRN
6505,MALE,BROWN
6506,MALE,BLK WHITE
6507,MALE,WHITE BRN
6508,FEMALE,RED
6509,MALE,RED
6510,MALE,BLCK BRN
6511,MALE,BROWN
6512,UNKNOWN,
6513,MALE,WHITE
6514,FEMALE,WHITE
6515,MALE,BRINDLE
6516,MALE,BLUE BRN
6517,MALE,BLK WHT
6518,MALE,TAN WHT
6519,FEMALE,TRI
6520,MALE,RED WHITE
6521,MALE,BROWN
6522,MALE,
6523,MALE,BRN BLCK
6524,MALE,BLACK
6525,MALE,BLCK
6526,,RED NOSE
6527,MALE,BLACK
6528,MALE,TAN
6529,MALE,WHITE BROW
6530,FEMALE,GREY WHITE
6531,FEMALE,BLK WHT
6532,FEMALE,CALICO
6533,MALE,BRINDLE/WH
6534,MALE,BROWN
6535,,
6536,,GRY/WHT
6537,UNKNOWN,GREY
6538,MALE,BROWN
6539,,
6540,,
6541,FEMALE,BLK BRN
6542,,WHT/BRN
6543,FEMALE,BRN WHT
6544,MALE,BLACK
6545,MALE,BLK WHT
6546,MALE,GRY WHT
6547,FEMALE,BLK TAN
6548,MALE,BLACK
6549,FEMALE,WHT BLK
6550,MALE,BRN WHT
6551,MALE,BLACK
6552,,
6553,MALE,GRAY WHITE
6554,,
6555,,
6556,MALE,BRN BLK WH
6557,FEMALE,BLACK
6558,FEMALE,BLACK
6559,FEMALE,WHITE
6560,,
6561,MALE,BLACK/WHIT
6562,FEMALE,BROWN
6563,FEMALE,WHT/BRINDL
6564,FEMALE,BLCK WHT
6565,FEMALE,BLK WHT
6566,FEMALE,BLACK
6567,MALE,BLACK
6568,,
6569,MALE,BROWN
6570,FEMALE,GRAY WHITE
6571,MALE,BRINDLE
6572,MALE,CHOCOLATE
6573,,WHITE
6574,,BLK WHITE
6575,FEMALE,GRY SILVER
6576,,BLACK
6577,,BROWN
6578,FEMALE,TRI
6579,MALE,WHITE
6580,,
6581,,BLK/WHTE
6582,FEMALE,BLK/BROWN
6583,MALE,BROWN
6584,,
6585,MALE,YELLOW
6586,MALE,BRN BLK
6587,MALE,
6588,MALE,
6589,FEMALE,GRAY
6590,,ORANGE
6591,FEMALE,YELLOW
6592,MALE,WHITE
6593,MALE,BRINDLE
6594,MALE,BROWN
6595,MALE,BLK BRN
6596,MALE,RED
6597,MALE,BLK BRN
6598,MALE,BRN BLK
6599,FEMALE,BLACK
6600,MALE,BLK TAN
6601,MALE,RED
6602,,CREAM WHIT
6603,MALE,TAN WHITE
6604,FEMALE,BRWN WHT
6605,MALE,BLK BRN
6606,FEMALE,BLK WHT
6607,FEMALE,BLK WHITE
6608,FEMALE,TAN
6609,FEMALE,WHITE
6610,MALE,WHITE
6611,,BROWN WHT
6612,MALE,BROWN
6613,FEMALE,WHT BRN
6614,FEMALE,BLK BRN
6615,,
6616,MALE,BLK WHT GR
6617,FEMALE,GRAY WHITE
6618,FEMALE,BLACK
6619,,
6620,FEMALE,BROWN
6621,MALE,BLACK
6622,MALE,WHITE
6623,,
6624,MALE,BLK BRN
6625,,
6626,FEMALE,BLONDE
6627,,
6628,MALE,GREY
6629,MALE,REDDISH BR
6630,,
6631,,
6632,FEMALE,RED
6633,FEMALE,BRINDLE
6634,MALE,BRINDLE
6635,MALE,ORANGE
6636,MALE,GOLD
6637,FEMALE,BRINDLE
6638,FEMALE,
6639,,BROWN
6640,FEMALE,BROWN
6641,,
6642,FEMALE,BLACK
6643,MALE,BRN BLK WH
6644,MALE,YELLOW
6645,,
6646,MALE,MULTI COLO
6647,MALE,TAN WHITE
6648,FEMALE,BLACK
6649,FEMALE,BLK WHITE
6650,MALE,ORANGE
6651,FEMALE,BRINDLE
6652,MALE,BLACK
6653,,TAN
6654,MALE,"TAN, WHITE"
6655,FEMALE,BLACK/WHIT
6656,FEMALE,BLCK WHTE
6657,FEMALE,BRN WHITE
6658,MALE,
6659,MALE,BLACK/WHIT
6660,MALE,WHITE/BLAC
6661,FEMALE,BLK WHT
6662,MALE,BRN TABBY
6663,MALE,BRINDLE
6664,,ORG TABBY
6665,MALE,BRINDLE
6666,,GRAY
6667,MALE,RED WHITE
6668,FEMALE,BLACK
6669,,BRN WHTE
6670,,
6671,,
6672,FEMALE,BLK WHT
6673,MALE,BLAKC
6674,,BRN WHT
6675,MALE,
6676,MALE,BLCK BRN
6677,,BLK WHITE
6678,,
6679,,COPPER
6680,,BLACK
6681,MALE,BLK WHT
6682,FEMALE,BLACK
6683,MALE,WHT BLK
6684,MALE,BROWN
6685,MALE,WHITE
6686,MALE,BRN WHITE
6687,MALE,ORANGE
6688,MALE,BLUE WHITE
6689,MALE,BROWN
6690,MALE,BLACK
6691,MALE,BLK WHT
6692,,
6693,MALE,BRINDLE
6694,MALE,BLUE BRN
6695,MALE,ORANGE WHT
6696,MALE,GREY
6697,,
6698,,
6699,,TAN
6700,MALE,BRN WHT
6701,MALE,BROWN
6702,FEMALE,GRAY
6703,,
6704,,
6705,,
6706,MALE,YELLO
6707,FEMALE,BRN BLCK
6708,FEMALE,GREY TABBY
6709,MALE,BLK WHT
6710,MALE,GOLDEN
6711,MALE,TRI
6712,,GREY WHT
6713,,
6714,,ORANGE/BRO
6715,MALE,BLACK
6716,UNKNOWN,
6717,,
6718,MALE,TAN WHITE
6719,UNKNOWN,BRINDLE
6720,,TABBY
6721,MALE,WHITE
6722,MALE,WHITE
6723,FEMALE,BLK WHITE
6724,,BLACK
6725,MALE,BLACK WHT
6726,FEMALE,GRY BLACK
6727,MALE,TRI
6728,MALE,
6729,,GRAY WHITE
6730,MALE,BRN WHT
6731,FEMALE,GRY WHT
6732,FEMALE,BLK WHT
6733,,BLK WHT
6734,FEMALE,RED
6735,FEMALE,BLK WHT
6736,FEMALE,ORANGE
6737,MALE,WHT BLK
6738,MALE,BLACK
6739,MALE,TAN WHITE
6740,MALE,RED
6741,FEMALE,BLK BRN
6742,MALE,TAN
6743,MALE,BLK
6744,FEMALE,BRN BLCK
6745,,
6746,MALE,BLACK
6747,MALE,BLACK
6748,FEMALE,BLACK
6749,FEMALE,BLCK BRN
6750,MALE,WHITE
6751,,
6752,,
6753,,BLK WHT
6754,,
6755,FEMALE,GREY BLCK
6756,MALE,BLACK
6757,FEMALE,BLACK WHT
6758,FEMALE,WHITE
6759,MALE,CREAM
6760,MALE,GREY WHITE
6761,,BROWN
6762,,
6763,,
6764,FEMALE,BLK BRN
6765,FEMALE,GRAY
6766,FEMALE,WHITE
6767,FEMALE,WHITE
6768,MALE,ORANGE
6769,FEMALE,BLACK
6770,,GRAY
6771,MALE,TRI
6772,,ORANGE
6773,MALE,BLK WHT
6774,,YELLOW
6775,MALE,GRAY BRN
6776,FEMALE,BUFF
6777,MALE,BUFF
6778,FEMALE,BRN WHITE
6779,,
6780,,
6781,MALE,BRN WHITE
6782,FEMALE,
6783,FEMALE,GREY
6784,MALE,ORANGE WHT
6785,FEMALE,BLACK
6786,MALE,BLCK WH GR
6787,MALE,CHOC
6788,FEMALE,SILVER
6789,MALE,BLCK
6790,,BRN BLCK
6791,FEMALE,TAN
6792,FEMALE,BR-WHT
6793,FEMALE,TRI
6794,MALE,BLACK
6795,MALE,RED/TAN
6796,FEMALE,BLK WHT
6797,,
6798,MALE,TAN WHITE
6799,MALE,BLCK WHITE
6800,MALE,BLCK YELLO
6801,MALE,BLK WHT
6802,FEMALE,GRY WHITE
6803,MALE,BLACK
6804,MALE,BROWN
6805,FEMALE,BLACK
6806,MALE,BLK BRINDL
6807,,
6808,FEMALE,BLCK WHT
6809,MALE,BLCK BRN
6810,FEMALE,ORANGE
6811,MALE,LIGHT BROW
6812,MALE,BRN BLK
6813,MALE,BLK
6814,MALE,BLK TAN
6815,MALE,WHT BRN
6816,FEMALE,BLACK TAN
6817,,
6818,,
6819,FEMALE,GRAY
6820,MALE,BLACK
6821,FEMALE,BRINDLE
6822,FEMALE,BROWN
6823,MALE,TRI
6824,FEMALE,TAN
6825,MALE,BRINDLE
6826,UNKNOWN,
6827,MALE,GR/WH/BLK
6828,UNKNOWN,BLACK/WHIT
6829,MALE,BRWN/BLK
6830,MALE,GREY & WHT
6831,UNKNOWN,TAN/WHT
6832,MALE,BRN WHITE
6833,MALE,BLACK
6834,MALE,BRN BLK
6835,FEMALE,BLONDE
6836,FEMALE,BLACK
6837,,BLACK
6838,UNKNOWN,
6839,UNKNOWN,BLACK/BRN
6840,MALE,GRAY
6841,FEMALE,BLACK
6842,MALE,BLCK WHITE
6843,MALE,BLACK
6844,FEMALE,TAN
6845,FEMALE,BROWN
6846,MALE,BLK WHT
6847,MALE,YELLOW
6848,,
6849,,BRN BLACK
6850,,BROWN BLK
6851,,
6852,,
6853,MALE,BRN WHITE
6854,MALE,GREY
6855,FEMALE,WHITE
6856,,
6857,MALE,BLK WHTE
6858,,
6859,FEMALE,BRINDLE
6860,,
6861,MALE,BROWN
6862,MALE,BLK/WHT
6863,UNKNOWN,BLACK
6864,,
6865,MALE,BRN/BLK
6866,FEMALE,TAN
6867,UNKNOWN,BLK/WHT
6868,MALE,WHITE
6869,FEMALE,FAWN/WHT
6870,MALE,RED/BRWN
6871,UNKNOWN,BLK/BRN
6872,UNKNOWN,BLK/WHT
6873,FEMALE,BRN/BLK
6874,FEMALE,RED/BLK
6875,MALE,BLK/WHT
6876,UNKNOWN,BLK WHT
6877,UNKNOWN,
6878,UNKNOWN,BLONDE
6879,UNKNOWN,WHT/BRN
6880,UNKNOWN,BLACK
6881,UNKNOWN,
6882,FEMALE,WHT/GRY
6883,UNKNOWN,WHITE
6884,,
6885,MALE,BLK TAN
6886,MALE,BLACK
6887,,BLK WHITE
6888,MALE,BROWN
6889,MALE,BLK WHTE
6890,MALE,BRINDLE
6891,MALE,BLK WHT
6892,MALE,WHTIE
6893,,
6894,MALE,RED
6895,MALE,BROWN
6896,FEMALE,BLK WHT
6897,MALE,GRY WHT
6898,MALE,WHT BRN
6899,MALE,BRN
6900,MALE,GRY WHT
6901,MALE,ORG WHT
6902,FEMALE,BLK BRN
6903,FEMALE,BROWN
6904,FEMALE,BRN BLCK
6905,MALE,BROWN
6906,MALE,WHT/BRN
6907,MALE,WHT BLACK
6908,FEMALE,BLK TAN
6909,MALE,GRAY
6910,MALE,BLK WHT
6911,UNKNOWN,
6912,MALE,BLACK BRN
6913,FEMALE,BRN WHT
6914,,
6915,MALE,SILVER WHT
6916,MALE,BRN WHT
6917,MALE,BLU WHITE
6918,FEMALE,WHT GRY
6919,FEMALE,WHITE
6920,,BROWN
6921,FEMALE,TAN
6922,FEMALE,BLK WHT
6923,MALE,
6924,,
6925,MALE,BROWN
6926,MALE,BLACK WHT
6927,,BROWN
6928,,
6929,FEMALE,BLK
6930,MALE,BLK TAN
6931,MALE,BROWN
6932,,BROWN
6933,,
6934,MALE,BLK WHT
6935,,
6936,MALE,GREY
6937,FEMALE,WHT BROWN
6938,MALE,BLK
6939,,WHT BROWN
6940,,
6941,MALE,GRAY
6942,,
6943,FEMALE,WHT BRN
6944,FEMALE,WHT BRN
6945,MALE,BRN TABBY
6946,MALE,WHT BLK
6947,MALE,GRAY
6948,MALE,BRN WHT
6949,FEMALE,WHITE BRN
6950,,BROWN
6951,,
6952,MALE,BLCK BRN
6953,,
6954,MALE,GREY WHT
6955,FEMALE,BRINDLE
6956,MALE,BLUE WHTE
6957,UNKNOWN,BLK BRN
6958,MALE,BLK
6959,MALE,BLONDE
6960,,TAN
6961,,RED TABBY
6962,FEMALE,
6963,MALE,BLAK TAN
6964,,
6965,MALE,WHITE
6966,,
6967,MALE,RED
6968,,GRAY BLK
6969,MALE,BLK BRN
6970,MALE,BLK BRN
6971,FEMALE,BRN TAN
6972,MALE,BLK TAN
6973,MALE,BRN
6974,MALE,GRY WHIT
6975,FEMALE,TAN GRAY
6976,MALE,BLACK
6977,UNKNOWN,
6978,MALE,WHITE TAN
6979,MALE,TRI
6980,,
6981,FEMALE,BRENDLE
6982,UNKNOWN,
6983,MALE,WH/GR/BLK
6984,,WHT/YEL
6985,UNKNOWN,GREY
6986,MALE,BROWN
6987,UNKNOWN,
6988,MALE,YELLOW/BLK
6989,FEMALE,ORANGE WHT
6990,MALE,BRINDLE
6991,,
6992,MALE,BLK BRN
6993,MALE,GRY BLK
6994,MALE,RED
6995,MALE,BLACK
6996,MALE,FAWN WHT
6997,MALE,GRAY
6998,FEMALE,YELLOW WHI
6999,MALE,TRI
7000,FEMALE,WHTIE BRN
7001,,TAN
7002,,BRN WHT
7003,FEMALE,CREAM WHT
7004,,WHT YELLOW
7005,FEMALE,BRN
7006,,
7007,FEMALE,WHT BRN
7008,,BROWN
7009,,
7010,,
7011,MALE,BLACK
7012,MALE,TAN
7013,MALE,BLK/WH/BR
7014,MALE,GREY/BRIN
7015,UNKNOWN,WHT/BRN
7016,MALE,FAW/WHT
7017,FEMALE,BRINDLE
7018,MALE,BRN/WHT
7019,MALE,WHITE
7020,MALE,GREY
7021,MALE,BRN WHT
7022,,
7023,MALE,GINGER TAB
7024,MALE,BLACK
7025,,BLACK
7026,FEMALE,TAN
7027,MALE,TAN
7028,,
7029,FEMALE,
7030,MALE,GRY BLK
7031,FEMALE,GRY BLK
7032,,GRAY BLK
7033,MALE,BLK BRN
7034,FEMALE,RED
7035,FEMALE,BRINDLE WH
7036,MALE,BLK TAN
7037,FEMALE,BLACK
7038,MALE,GRAY
7039,FEMALE,BLK WHT
7040,MALE,
7041,MALE,BRN WHT BL
7042,FEMALE,MULTI
7043,MALE,BRN TAB WH
7044,MALE,BLK GRY
7045,FEMALE,BRN WHT
7046,FEMALE,BLONDE
7047,MALE,ORANGE
7048,,BLK GRAY
7049,FEMALE,GRAY
7050,,
7051,MALE,BLONDE
7052,FEMALE,BLACK & WH
7053,,BLACK WHIT
7054,FEMALE,WHITE
7055,MALE,ORG WHT
7056,FEMALE,WHT GRY
7057,FEMALE,BRN WHITE
7058,MALE,BRN WHT
7059,MALE,BLK BRN
7060,,BRN WHT
7061,MALE,BLK WHT
7062,FEMALE,RED
7063,MALE,BRN WHT
7064,MALE,TAN WHT
7065,MALE,BLK BRN
7066,MALE,WHT BRN
7067,FEMALE,WHITE
7068,,BROWN SILV
7069,MALE,BRINDLE
7070,,BROWN
7071,,
7072,FEMALE,BLACK
7073,FEMALE,BRINDLE
7074,FEMALE,GRAY WHT
7075,FEMALE,TABBY
7076,MALE,BROWN
7077,MALE,YELLOW WHT
7078,MALE,BLK TAN
7079,,BLACK
7080,MALE,WHT BRN
7081,MALE,FAWN WHT
7082,MALE,TRICOLOR
7083,,BLK WHT
7084,MALE,BRN WHT
7085,FEMALE,SILVER
7086,,
7087,FEMALE,BLK WHITE
7088,FEMALE,BLK WHT
7089,MALE,BLK BRN
7090,MALE,BRN
7091,,
7092,,
7093,MALE,WHT/ORANGE
7094,FEMALE,BLK TAN
7095,MALE,TAN/WHT
7096,MALE,BLK/WHT
7097,UNKNOWN,WHT/BLK
7098,FEMALE,BLACK BRN
7099,MALE,BLONDE
7100,MALE,BRINDLE
7101,MALE,BLACK
7102,MALE,
7103,MALE,BROWN
7104,MALE,BROWN
7105,FEMALE,CHOC/GREY
7106,FEMALE,BLK WHT
7107,FEMALE,BRN BLK
7108,UNKNOWN,
7109,MALE,TRI/LIVER
7110,,BROWN WHT
7111,FEMALE,RED BLONDE
7112,,BRN BEIGE
7113,FEMALE,BROWN
7114,,GREY WHT
7115,MALE,WHT TAN
7116,MALE,BLK TAN
7117,MALE,TAN
7118,MALE,BLACK WHIT
7119,MALE,WHT/BRN
7120,MALE,BLK/WHT
7121,MALE,TAN
7122,FEMALE,BLUE
7123,UNKNOWN,BLACK
7124,MALE,BLK/WHT
7125,FEMALE,
7126,UNKNOWN,
7127,UNKNOWN,BRN/WHT
7128,MALE,BLONDE
7129,,
7130,,BLACK
7131,,
7132,MALE,BROWN
7133,MALE,
7134,MALE,WHT GREY
7135,,
7136,,
7137,MALE,BRN WHT
7138,,
7139,,
7140,MALE,BROWN WHT
7141,,
7142,MALE,BLACK
7143,MALE,BLACK
7144,,BLACK
7145,,
7146,FEMALE,TORTIE
7147,MALE,BLK
7148,FEMALE,GRY WHT
7149,,
7150,MALE,GRY BRN
7151,MALE,BLK BRN
7152,,
7153,FEMALE,WHT BRN
7154,,BLACK
7155,MALE,BRINDLE
7156,UNKNOWN,
7157,FEMALE,WHT/BROWN
7158,UNKNOWN,BLK
7159,MALE,MULTI COLO
7160,MALE,WHITE
7161,MALE,GOLD RED
7162,FEMALE,GRY/WHT
7163,UNKNOWN,
7164,UNKNOWN,TAN WHT
7165,MALE,
7166,,BLK WHT
7167,,BLK WHT
7168,MALE,RED
7169,MALE,BLK WHT
7170,,BLK
7171,MALE,BRN WHT
7172,FEMALE,BRN WHT
7173,FEMALE,WHITE
7174,MALE,BRN WHT
7175,MALE,
7176,MALE,BLK BRN
7177,MALE,ORANGE WHT
7178,,
7179,MALE,TAN WHT
7180,FEMALE,BRN WHT
7181,MALE,BRN WHT
7182,MALE,BLK WHT
7183,MALE,BLK TAN
7184,MALE,WHT BRN
7185,,
7186,MALE,BLK WHT
7187,MALE,GOLD WHT
7188,FEMALE,TAN CHOC
7189,MALE,YELLOW
7190,MALE,BLK BRN
7191,,
7192,FEMALE,WHT BRINDL
7193,FEMALE,
7194,,WHITE
7195,,
7196,FEMALE,WHT BRN
7197,MALE,RED WHT
7198,MALE,BLK
7199,MALE,BRN WHT
7200,MALE,BRN BLK
7201,FEMALE,BRN BLK
7202,,WHT BRN
7203,FEMALE,CALICO
7204,MALE,BRINDLE TA
7205,FEMALE,BROWN
7206,MALE,BLK
7207,MALE,GRAY
7208,MALE,SILVER TAB
7209,,BLACK
7210,MALE,WHT BRN
7211,FEMALE,BLACK
7212,,
7213,,
7214,FEMALE,TAN WHT
7215,FEMALE,WHT BRN
7216,MALE,BLACK
7217,MALE,FAWN
7218,MALE,BLACK
7219,MALE,BL WHT
7220,MALE,BLU WHT
7221,,
7222,MALE,BLK WHT
